label,language,cleanedtweet
1.2,Chinese,skill post teach hand treatment pinch tradit chines medicin believ qi five intern organ inject face also act role healthi display annoy acn spot etc often reflect condit endocrin therefor want beauti may alway pinch correspond reflex area acupoint hand 妙 htp htp
1.25,Chinese,origin poster sorri borrow build ask man logic chaotic everi time sometim feel answer feel spirit confus
4.4,Chinese,want know handsom wore sunglass fire  minut http
1.0,Chinese,thug evil also provok relationship citizen polic team hate
3.8,Chinese,everyon exclus smilingfacewithheartey
1.0,Chinese,meng huaxi hospit intern male stuf garbag bag dead man told throw downstair said afraid spill first time said everyth first time carri bag dead bone downstair twenti pound wake fall asleep dream passag mani time
2.75,Chinese,day tomorrow decid go zhongli dinner invit taoyuan friend know traffic inconveni alon bleed  feel heartbeat 
2.0,Chinese,fine
2.333333333,Chinese,hahahaha facewithtearsofjoy may take subway train
1.25,Chinese,fuck mother second dimens intersect intersect mani peopl common sens intersect intersect fuck oliv intersect intersect old wast cooki http
4.666666667,Chinese, year old lean brother look class hadnt got work yet start offic let pee chrysanthemum warm wet chrysanthemum constantli fuck tabl crunch almost scatter end couldnt hold back whole shot offic passion stimul http
1.0,Chinese,john john interview ｜ maximum govern crisi crisi hong kong univers social scienc june seven riot li jiachao zheng ruo must leav    one weekli http
3.4,Chinese,feel may starv death day n’t look electron pet day
4.75,Chinese,handsom young straight male cock certain airlin told femal report want fuck femal report made beauti easili seduc hook video public toilet selfi full version video smilingfacewithopenmouth    closedey support http
1.0,Chinese,n’t expect group guest halv septemb definit biggest move rogu ccp dpp master ancestor taught sun sun definit light http
1.6,Chinese,softwar
1.2,Chinese,god back
4.8,Chinese,shot lot male actor haha
1.25,Chinese,feel life countri good  simpl brain circuit good life  good life
3.75,Chinese,today school brother give mua go bed unhappi although didn’t give  although least thousand layer togeth
2.8,Chinese,best xiao  alway said stun stun http
1.0,Chinese,quantiti link secretari perform
2.5,Chinese,cant understand 
3.0,Chinese,tip want know
1.25,Chinese,lie sun lie pole http
1.0,Chinese,lift chang disinfect
3.0,Chinese,dont understand korean translat also messi great intersect
3.6,Chinese,want talk mani peopl want like fierc  buckl   let experi pleasur realli fierc big cock enter vortex love http http http togeth
3.6,Chinese,newspap  noon  ✧ ˋω و✧ dont forget eat lunch supplement energi ▽ ▽ ｏ continu work hard supplement energi
2.0,Chinese,societi realist honest one believ
2.75,Chinese,don’t scold can’t prais ca n’t prais
2.0,Chinese,three sentenc learn riddl fierc sorri polit
1.0,Chinese,illustr fifth person paint second bomb fifth person identityv http
1.75,Chinese,may  final turn like 
2.0,Chinese,mani pictur given
1.75,Chinese,guo wengui afraid death hide behind live screen
4.4,Chinese,moment appear heart never shake unreason kissboysthxkazzaward cr logo kissaintcn http
2.2,Chinese,go forward love asham
2.8,Chinese,interest two close regardless other feel embarrass talent
3.333333333,Chinese,realli don’t understand steal hors take like
1.0,Chinese,miss year wait wait year aap discount rm miss special offer
2.6,Chinese,come young peopl hong kong think yellow bee fuck disgust
2.0,Chinese,elder believ manufactur believ onlin video believ believ right elder home kind elder
2.5,Chinese,hahahahahaha facewithtearsofjoyfacewithtearsofjoy left backhandindexpointingright hi waya realli impress thinkingfaceseeevilmonkeyseeevilmonkey
1.0,Chinese,august  dear comrad fit spread truth hong kong crisi look feminist crisi chines women ms wang yanp case  everyth begun http
3.0,Chinese,almost paper cant chang whole person almost abolish
1.75,Chinese,duck duck duck
3.5,Chinese,bad smirkingfac
1.0,Chinese,hong kong mask mob destroy everywher serious affect travel citizen take hong kong chess piec stupid hong kong http
1.0,Chinese,realli copi xi jinp homework workedfac
4.0,Chinese,today color map  ring weak  problem whole plug  …… …… expans anal ring …… 娘 变 …… …… …… …… …… ……… 
2.2,Chinese,hope make lot money futur even friend ’s birthday still valentin day holiday choos like n’t need worri
2.5,Chinese,beauti scene
3.4,Chinese,happi new year sutiu
2.6,Chinese,fragrant like
1.8,Chinese,said red armi good battl period time possibl war liber end list gener use virtu qualif
1.25,Chinese,first evil law communist parti china releas new year believ communist parti china faith consid cult jesu sent concentr camp brainwash jesu muslim regard terrorist organ china belief communist parti must prais communist parti support socialist http
2.6,Chinese,yesterday  five oclock morn discontinu period fulfil swim hour dinner start dispers watch tv without way felt bore like observ charact charact tv good charact life especi star abrupt sens paint belong categori fashion sens paint seem complet opposit fashion although star perform interest
3.4,Chinese,shanghai hook
2.0,Chinese,civil war never happen
1.75,Chinese,colleg gestur identifi gestur upper lower floor
2.4,Chinese,play insect like feel littl cute smilingface️
1.6,Chinese,oppo advertis design great persuas mobil phone system 
3.8,Chinese,eighteen year old woman tight fuck everyth http
2.8,Chinese,anyon tell ikuailed often broken realli annoy 
1.6,Chinese,revers elimin elimin high iq elimin good peopl mani high iq bad guy maintain stabil dictatorship peopl democrat circl peopl good moral
1.2,Chinese,pleas distinguish china communist parti china
1.0,Chinese,reason accid exactli govern polic lost patienc everi week demonstr revers peopl sentiment soft hard defeat demonstr end opposit movement calm social disput
2.0,Chinese,comparison len non full frame equival focal length similar cut cut photo taken full frame focal length without long len almost non full frame
2.2,Chinese,like film http princ touch eleph new year day wast film magic channel ft
2.6,Chinese,hahaha kind follow
1.8,Chinese,beij shanghai guangzhou withdrawn
1.0,Chinese,sour ordinari tomato sauc n’t eat sugar grain stir person prefer origin tomato sauc mix sugar unpalat
1.0,Chinese,fuck fuck look everyon log articl call shi zhengli tiecai like mountain what go everyon guess would shi zhengli say made unit state http
1.6,Chinese,reason group report built group block
5.0,Chinese,huat hotel flexedbicep big chicken bar dad man man forc shoot see much http
1.75,Chinese,new crown viru immedi even chang method american elect http http
1.0,Chinese,think spars enthusiasm peopl perform cri mao demon death enthusiasm crowd tear everi demon head north korean jin famili perform realli felt look better grief father mother cryingfac
1.2,Chinese,call human right mainten palestinian maintain right surviv middl east
2.0,Chinese,im fifth person come play http
3.4,Chinese,drawer lock embarrass
2.0,Chinese,male steril
1.0,Chinese,keep mind china us depart defens appoint us depart defens xia nahan offici took offic today first day pentagon told colleagu regard china key http http
1.0,Chinese,accord xi jinp inspect rare earth enterpris intent also obviou china restrict export rare earth frustrat wto want chang gameplay see lot self media interpret better look tweet tweet day ago
2.5,Chinese,fell asleep  oclock long time feel good ne
3.4,Chinese,cours want adjust full version eat cricket
4.6,Chinese,ordinari bathroom time two us touch husband paint shower gel came
1.8,Chinese,alway confus work say want jump comfort zone whenev work spend money solv troubl job comfort zone decid make comfort zone correct approach continu expand comfort circl continu stay continu expand instead jump go work http
2.25,Chinese,focu ss nation defens forc counterpart hitler hooligan charg cant fight dedic bulli non incom peopl profession soldier would like ask mani bullet gener soldier parti sailor ccp mani bullet need fight unit state defens forc quilt sing shout slogan combat effect
1.4,Chinese,talent train must process reunif educ educ talent educ peopl book ethic root educ peopl lie ethic dialect talent train
2.0,Chinese,special function quietli watch theater
2.4,Chinese,    version smallᴺᵀ 
1.8,Chinese,work work friend differ depart compani shake behind seat run see person directli furiou screen
1.2,Chinese,guo wengui guo wengui eye forev friend etern interest order extend disabl enjoy glori make selfish greed mean human extrem http
1.25,Chinese,rememb last watch video game magazin edg found uk  still publish form monthli magazin latest issu new game consol world exclus disclosur inquiri —playdat develop secret http
2.6,Chinese,pa fei said  one hold princess   okay pei help solicit brave anyon will challeng strong petit cute sweet dont get name random
2.2,Chinese,red drool
2.4,Chinese,clear thing push lord almost dead one bring old one left
3.8,Chinese,that right person know
1.4,Chinese,wu mao machin blind matter fact reaction vulgar person attack wast time boss
1.25,Chinese,believ mani peopl hong kong peopl manuscript
2.0,Chinese,let spend money
1.8,Chinese,discov live broadcast  come see http
3.0,Chinese,way make peopl crazi
3.8,Chinese,new perspect rough brother dri pull insert origin ground  origin http http
2.0,Chinese,special period tea wine downstair time friend friend seem press http
2.6,Chinese,human be better pet owner good  cadi peac univers
2.2,Chinese,feel suitabl write delic charact grandli cant control facewithtearsofjoy
1.4,Chinese,life experi parent elder correct experienc bitter day understand good bad abroad decad abroad look like china
3.4,Chinese,xiaoy comrad go men bed
1.333333333,Chinese,fundament differ li guangyao xi zi dictat countri peopl
1.0,Chinese,howev ccp abduct countri tightli imposs divid clearli
2.75,Chinese,honest shou chong actual particularli poor whole mental state n’t know zuo ai
1.5,Chinese,hey score  point unlimit mode mandora unplug  man toto
2.5,Chinese,good look peopl alway treat differ don’t know mani time said
3.6,Chinese,ajo asleep  want rush laboratori one morn cheer 
1.4,Chinese,n year visual rape number appear slightli annoy
1.666666667,Chinese,think two stori line found without look strategi intersect
